Club,Boat Type,Sub Category,Rank,Event
HEREFORD CATHEDRAL SCH. BC,4x,J16.4x-,31,Henley Long Distance Sculls 2017
HENLEY RC,2x,J18.2x,32,Henley Long Distance Sculls 2017
LATYMER UPPER SCH. BC,2x,J18.2x,34,Henley Long Distance Sculls 2017
MAIDENHEAD RC,2x,J18.2x,35,Henley Long Distance Sculls 2017
R.G.S.HIGH WYCOMBE BC,4x+,J15.4x+,37,Henley Long Distance Sculls 2017
MARLOW RC,2x,J18.2x,38,Henley Long Distance Sculls 2017
R.G.S.HIGH WYCOMBE BC,4x+,J15.4x+,39,Henley Long Distance Sculls 2017
HEREFORD CATHEDRAL SCH. BC,2x,J18.2x,40,Henley Long Distance Sculls 2017
BIRMINGHAM RC,1x,1x  Band 1,42,Henley Long Distance Sculls 2017
HEREFORD CATHEDRAL SCH. BC,4x+,J15.4x+,43,Henley Long Distance Sculls 2017
AMERICAN SCH. IN LONDON BC,2x,J18.2x,44,Henley Long Distance Sculls 2017
STAR AND ARROW CLUB,1x,J16.1x,45,Henley Long Distance Sculls 2017
CITY OF BRISTOL RC,4x,J16.4x-,46,Henley Long Distance Sculls 2017
CLAIRES COURT SCH. BC,2x,J18.2x,48,Henley Long Distance Sculls 2017
GLOBE RC,1x,1x  Band 1,49,Henley Long Distance Sculls 2017
CLAIRES COURT SCH. BC,2x,J18.2x,52,Henley Long Distance Sculls 2017
SOUTHAMPTON COALPORTERS ARC,1x,1x  Band 3,53,Henley Long Distance Sculls 2017
SHOREHAM RC,1x,1x  Band 3,55,Henley Long Distance Sculls 2017
UPPER THAMES RC,1x,1x  Band 1,56,Henley Long Distance Sculls 2017
STAR AND ARROW CLUB,1x,J16.1x,57,Henley Long Distance Sculls 2017
ETON COLLEGE BC,1x,J16.1x,58,Henley Long Distance Sculls 2017
HENLEY RC,1x,J16.1x,60,Henley Long Distance Sculls 2017
ETON EXCELSIOR RC,2x,MasA/C H'cap.2x,62,Henley Long Distance Sculls 2017
HENLEY RC,1x,J16.1x,64,Henley Long Distance Sculls 2017
SHOREHAM RC,1x,1x  Band 2,65,Henley Long Distance Sculls 2017
HENLEY RC,1x,J16.1x,69,Henley Long Distance Sculls 2017
HENLEY RC,1x,J16.1x,70,Henley Long Distance Sculls 2017
BRYANSTON SCH. BC,1x,J16.1x,71,Henley Long Distance Sculls 2017
SOUTHAMPTON COALPORTERS ARC,1x,1x  Band 3,73,Henley Long Distance Sculls 2017
BRYANSTON SCH. BC,1x,J16.1x,74,Henley Long Distance Sculls 2017
BRADFORD ON AVON RC,2x,MasE/F H'cap.2x,76,Henley Long Distance Sculls 2017
MAIDENHEAD RC,1x,J16.1x,77,Henley Long Distance Sculls 2017
AMERICAN SCH. IN LONDON BC,4x+,J15.4x+,78,Henley Long Distance Sculls 2017
HENLEY RC,1x,J15.1x,82,Henley Long Distance Sculls 2017
STRATFORD-UPON-AVON BC,2x,MasE/F H'cap.2x,81,Henley Long Distance Sculls 2017
STAR AND ARROW CLUB,1x,1x  Band 1,83,Henley Long Distance Sculls 2017
HEREFORD CATHEDRAL SCH. BC,1x,J16.1x,84,Henley Long Distance Sculls 2017
A.B. SEVERN BC,1x,J15.1x,87,Henley Long Distance Sculls 2017
STAR AND ARROW CLUB,1x,J16.1x,88,Henley Long Distance Sculls 2017
ROSS RC,1x,J15.1x,93,Henley Long Distance Sculls 2017
CITY OF BRISTOL RC,1x,J15.1x,98,Henley Long Distance Sculls 2017
CITY OF BRISTOL RC,1x,J15.1x,99,Henley Long Distance Sculls 2017
HENLEY RC,1x,1x  Band 2,100,Henley Long Distance Sculls 2017
HENLEY RC,1x,J16.1x,102,Henley Long Distance Sculls 2017
GUILDFORD RC,2x,MasH/J H'cap.2x,103,Henley Long Distance Sculls 2017
ETON EXCELSIOR RC,1x,1x  Band 2,106,Henley Long Distance Sculls 2017
SHOREHAM RC,1x,1x  Band 3,107,Henley Long Distance Sculls 2017
STAR AND ARROW CLUB,1x,J16.1x,108,Henley Long Distance Sculls 2017
POOLE AMATEUR RC,1x,1x  Band 2,109,Henley Long Distance Sculls 2017
STOURPORT BC,1x,J15.1x,110,Henley Long Distance Sculls 2017
ETON COLLEGE BC,1x,J15.1x,112,Henley Long Distance Sculls 2017
AMERICAN SCH. IN LONDON BC,4x+,J15.4x+,117,Henley Long Distance Sculls 2017
MONMOUTH RC,1x,J16.1x,121,Henley Long Distance Sculls 2017
ROSS RC,1x,J15.1x,125,Henley Long Distance Sculls 2017
STAR AND ARROW CLUB,1x,J16.1x,126,Henley Long Distance Sculls 2017
WALLINGFORD RC,1x,J15.1x,128,Henley Long Distance Sculls 2017
CYGNET RC,1x,1x  Band 3,130,Henley Long Distance Sculls 2017
MAIDENHEAD RC,1x,J16.1x,135,Henley Long Distance Sculls 2017
BRYANSTON SCH. BC,1x,J16.1x,137,Henley Long Distance Sculls 2017
HENLEY RC,1x,J15.1x,138,Henley Long Distance Sculls 2017
STRATFORD-UPON-AVON BC,2x,MasE/F H'cap.2x,139,Henley Long Distance Sculls 2017
STOURPORT BC,1x,J15.1x,140,Henley Long Distance Sculls 2017
POPLAR BLACKWALL & DISTRICT RC,1x,1x  Band 2,145,Henley Long Distance Sculls 2017
READING RC,1x,J15.1x,148,Henley Long Distance Sculls 2017
BRYANSTON SCH. BC,1x,J16.1x,150,Henley Long Distance Sculls 2017
STOURPORT BC,1x,J16.1x,155,Henley Long Distance Sculls 2017
CLAIRES COURT SCH. BC,1x,J16.1x,157,Henley Long Distance Sculls 2017
MAIDENHEAD RC,4x+,J15.4x+,158,Henley Long Distance Sculls 2017
HENLEY RC,1x,J16.1x,159,Henley Long Distance Sculls 2017
STRATFORD-UPON-AVON BC,1x,J16.1x,163,Henley Long Distance Sculls 2017
POPLAR BLACKWALL & DISTRICT RC,1x,1x  Band 2,164,Henley Long Distance Sculls 2017
CITY OF BRISTOL RC,1x,J15.1x,166,Henley Long Distance Sculls 2017
BRYANSTON SCH. BC,1x,J16.1x,165,Henley Long Distance Sculls 2017
MAIDENHEAD RC,1x,J15.1x,169,Henley Long Distance Sculls 2017
MAIDENHEAD RC,1x,J16.1x,172,Henley Long Distance Sculls 2017
R.G.S.HIGH WYCOMBE BC,1x,J16.1x,176,Henley Long Distance Sculls 2017
MAIDENHEAD RC,1x,J15.1x,178,Henley Long Distance Sculls 2017
BRYANSTON SCH. BC,1x,J15.1x,185,Henley Long Distance Sculls 2017
R.G.S.HIGH WYCOMBE BC,1x,J16.1x,187,Henley Long Distance Sculls 2017
R.G.S.HIGH WYCOMBE BC,1x,J16.1x,188,Henley Long Distance Sculls 2017
UPPER THAMES RC/NOTTINGHAM RC - COMPOSITE,2x,MasH/J H'cap.2x,186,Henley Long Distance Sculls 2017
SHANKLIN SANDOWN RC,1x,J15.1x,192,Henley Long Distance Sculls 2017
HEADINGTON SCH. OXFORD BC,NULL,Time Only,198,Henley Long Distance Sculls 2017
HENLEY RC,1x,J15.1x,204,Henley Long Distance Sculls 2017
BOURNEMOUTH COLLEGIATE SCH. BC,1x,J15.1x,208,Henley Long Distance Sculls 2017
TAUNTON RC,1x,1x  Band 1,215,Henley Long Distance Sculls 2017
BRYANSTON SCH. BC,1x,J15.1x,226,Henley Long Distance Sculls 2017
SHOREHAM RC,1x,1x  Band 3,228,Henley Long Distance Sculls 2017
AMERICAN SCH,2x,J182x,6,Junior Sculling Regatta Time Trial 2018
AMERICAN SCH,2x,J172x,6,Junior Sculling Regatta Time Trial 2018
AMERICAN SCH,4x+,J154x+,13,Junior Sculling Regatta Time Trial 2018
BARN ELMS,2x,J142x,5,Junior Sculling Regatta Time Trial 2018
BEWL BRIDGE,1x,J151x,4,Junior Sculling Regatta Time Trial 2018
BROXBOURNE RC,2x,J152x,9,Junior Sculling Regatta Time Trial 2018
BROXBOURNE RC,1x,J151x,17,Junior Sculling Regatta Time Trial 2018
BROXBOURNE RC,1x,J171x,13,Junior Sculling Regatta Time Trial 2018
BRYANSTON SCH,4x+,J154x+,4,Junior Sculling Regatta Time Trial 2018
BRYANSTON SCH,4x,J164x-,4,Junior Sculling Regatta Time Trial 2018
BURWAY RC,1x,J171x,16,Junior Sculling Regatta Time Trial 2018
BRISTOL CITY RC,4x+,J154x+,14,Junior Sculling Regatta Time Trial 2018
BRISTOL CITY RC,2x,J142x,4,Junior Sculling Regatta Time Trial 2018
CLAIRES COURT,1x,J161x,21,Junior Sculling Regatta Time Trial 2018
CLAIRES COURT,1x,J161x,14,Junior Sculling Regatta Time Trial 2018
CLAIRES COURT,1x,J171x,14,Junior Sculling Regatta Time Trial 2018
CLAIRES COURT,1x,J161x,19,Junior Sculling Regatta Time Trial 2018
CLAIRES COURT,4x+,J144x+,12,Junior Sculling Regatta Time Trial 2018
CLAIRES COURT,1x,J171x,15,Junior Sculling Regatta Time Trial 2018
CLAIRES COURT,1x,J161x,20,Junior Sculling Regatta Time Trial 2018
CLAIRES COURT,1x,J161x,17,Junior Sculling Regatta Time Trial 2018
CLAIRES COURT,1x,J171x,4,Junior Sculling Regatta Time Trial 2018
CLAIRES COURT,1x,J171x,11,Junior Sculling Regatta Time Trial 2018
CLAIRES COURT,1x,J161x,8,Junior Sculling Regatta Time Trial 2018
CLAIRES COURT,1x,J171x,12,Junior Sculling Regatta Time Trial 2018
CLAIRES COURT,1x,J161x,6,Junior Sculling Regatta Time Trial 2018
CLAIRES COURT,1x,J161x,16,Junior Sculling Regatta Time Trial 2018
CLAIRES COURT,4x+,J144x+,1,Junior Sculling Regatta Time Trial 2018
CAMBRIDGE 99,4x,J18 4x-,7,Junior Sculling Regatta Time Trial 2018
DERBY RC,1x,J151x,14,Junior Sculling Regatta Time Trial 2018
DULWICH COLL,8x+,J148x+,7,Junior Sculling Regatta Time Trial 2018
DULWICH COLL,4x,J18 4x-,9,Junior Sculling Regatta Time Trial 2018
EAR,1x,J161x,10,Junior Sculling Regatta Time Trial 2018
EMANUEL SCH,1x,J151x,10,Junior Sculling Regatta Time Trial 2018
EMANUEL SCH,2x,J152x,13,Junior Sculling Regatta Time Trial 2018
EMANUEL SCH,2x,J152x,16,Junior Sculling Regatta Time Trial 2018
EXETER RC,1x,J151x,1,Junior Sculling Regatta Time Trial 2018
FULHAM REACH,2x,J142x,6,Junior Sculling Regatta Time Trial 2018
FULHAM REACH,1x,J161x,11,Junior Sculling Regatta Time Trial 2018
GREAT MARLOW SCHOOL,4x+,J144x+,4,Junior Sculling Regatta Time Trial 2018
GUILDFORD RC,4x+,J144x+,11,Junior Sculling Regatta Time Trial 2018
GUILDFORD RC,1x,J161x,24,Junior Sculling Regatta Time Trial 2018
GUILDFORD RC,2x,J152x,6,Junior Sculling Regatta Time Trial 2018
GUILDFORD RC,2x,J152x,8,Junior Sculling Regatta Time Trial 2018
HAMPTON SCH,8x+,J148x+,1,Junior Sculling Regatta Time Trial 2018
HENLEY RC,1x,J171x,3,Junior Sculling Regatta Time Trial 2018
HENLEY RC,4x,J164x-,5,Junior Sculling Regatta Time Trial 2018
HENLEY RC,1x,J151x,9,Junior Sculling Regatta Time Trial 2018
HENLEY RC,2x,J182x,3,Junior Sculling Regatta Time Trial 2018
HENLEY RC,1x,J151x,6,Junior Sculling Regatta Time Trial 2018
HENLEY RC,2x,J172x,3,Junior Sculling Regatta Time Trial 2018
HENLEY RC,1x,J181x,2,Junior Sculling Regatta Time Trial 2018
HENLEY RC,1x,J161x,2,Junior Sculling Regatta Time Trial 2018
HENLEY RC,1x,J151x,11,Junior Sculling Regatta Time Trial 2018
HENLEY RC,2x,J162x,3,Junior Sculling Regatta Time Trial 2018
HENLEY RC,1x,J161x,12,Junior Sculling Regatta Time Trial 2018
HENLEY RC,1x,J161x,9,Junior Sculling Regatta Time Trial 2018
HENLEY RC,1x,J161x,7,Junior Sculling Regatta Time Trial 2018
HINKSEY SCULLING SCH,4x,J18 4x-,4,Junior Sculling Regatta Time Trial 2018
HINKSEY SCULLING SCH,2x,J152x,15,Junior Sculling Regatta Time Trial 2018
HINKSEY SCULLING SCH,2x,J182x,7,Junior Sculling Regatta Time Trial 2018
HINKSEY SCULLING SCH,4x,J164x-,12,Junior Sculling Regatta Time Trial 2018
RGS HIGH WYCOMBE,4x+,J154x+,8,Junior Sculling Regatta Time Trial 2018
RGS HIGH WYCOMBE,4x,J18 4x-,6,Junior Sculling Regatta Time Trial 2018
RGS HIGH WYCOMBE,4x+,J144x+,15,Junior Sculling Regatta Time Trial 2018
RGS HIGH WYCOMBE,4x+,J144x+,14,Junior Sculling Regatta Time Trial 2018
RGS HIGH WYCOMBE,4x+,J154x+,11,Junior Sculling Regatta Time Trial 2018
ISLE OF ELY RC,1x,J171x,7,Junior Sculling Regatta Time Trial 2018
KINGS COLL SCH,8x+,J148x+,6,Junior Sculling Regatta Time Trial 2018
KINGS COLL SCH,8x+,J148x+,8,Junior Sculling Regatta Time Trial 2018
KINGSTON GS,4x,J164x-,13,Junior Sculling Regatta Time Trial 2018
KINGSTON RC,4x+,J144x+,9,Junior Sculling Regatta Time Trial 2018
KINGSTON RC,4x+,J144x+,3,Junior Sculling Regatta Time Trial 2018
KINGS SCH ELY,2x,J152x,17,Junior Sculling Regatta Time Trial 2018
KINGS SCH ELY,2x,J162x,8,Junior Sculling Regatta Time Trial 2018
KINGS SCH ELY,4x+,J144x+,10,Junior Sculling Regatta Time Trial 2018
KINGS SCH ELY,1x,J171x,10,Junior Sculling Regatta Time Trial 2018
KINGS SCH WORCS,4x,J164x-,14,Junior Sculling Regatta Time Trial 2018
KINGS SCH WORCS,4x+,J154x+,18,Junior Sculling Regatta Time Trial 2018
KINGS SCH WORCS,4x,J18 4x-,8,Junior Sculling Regatta Time Trial 2018
LEA RC,2x,J182x,2,Junior Sculling Regatta Time Trial 2018
LEA RC,2x,J162x,1,Junior Sculling Regatta Time Trial 2018
LEA RC,1x,J181x,4,Junior Sculling Regatta Time Trial 2018
LLANDAFF,2x,J182x,4,Junior Sculling Regatta Time Trial 2018
LLANDAFF,4x+,J154x+,16,Junior Sculling Regatta Time Trial 2018
LATYMER UPPER,8x+,J148x+,2,Junior Sculling Regatta Time Trial 2018
MARLOW RC,2x,J172x,4,Junior Sculling Regatta Time Trial 2018
MARLOW RC,1x,J171x,6,Junior Sculling Regatta Time Trial 2018
MARLOW RC,4x,J18 4x-,3,Junior Sculling Regatta Time Trial 2018
MOLESEY BC,1x,J161x,27,Junior Sculling Regatta Time Trial 2018
MOLESEY BC,4x+,J154x+,19,Junior Sculling Regatta Time Trial 2018
MOLESEY BC,1x,J161x,25,Junior Sculling Regatta Time Trial 2018
MAGDALEN COL SC,1x,J151x,5,Junior Sculling Regatta Time Trial 2018
MAGDALEN COL SC,4x+,J154x+,17,Junior Sculling Regatta Time Trial 2018
MAGDALEN COL SC,4x,J18 4x-,11,Junior Sculling Regatta Time Trial 2018
MAGDALEN COL SC,4x+,J144x+,8,Junior Sculling Regatta Time Trial 2018
MAGDALEN COL SC,2x,J152x,12,Junior Sculling Regatta Time Trial 2018
MAIDENHEAD RC,2x,J162x,7,Junior Sculling Regatta Time Trial 2018
MAIDENHEAD RC,4x+,J154x+,10,Junior Sculling Regatta Time Trial 2018
MAIDENHEAD RC,1x,J161x,3,Junior Sculling Regatta Time Trial 2018
MAIDENHEAD RC,1x,J181x,1,Junior Sculling Regatta Time Trial 2018
MAIDENHEAD RC,4x+,J154x+,20,Junior Sculling Regatta Time Trial 2018
MAIDENHEAD RC,1x,J161x,13,Junior Sculling Regatta Time Trial 2018
MOSBOURNE,2x,J142x,3,Junior Sculling Regatta Time Trial 2018
MOSBOURNE,2x,J162x,5,Junior Sculling Regatta Time Trial 2018
MERCHANT TAYLORS,1x,J181x,6,Junior Sculling Regatta Time Trial 2018
NORWICH RC,2x,J162x,2,Junior Sculling Regatta Time Trial 2018
NORTHWICH RC,4x,J18 4x-,5,Junior Sculling Regatta Time Trial 2018
PETERBOROUGH CITY,2x,J152x,2,Junior Sculling Regatta Time Trial 2018
PETERBOROUGH CITY,4x+,J144x+,6,Junior Sculling Regatta Time Trial 2018
PETERBOROUGH CITY,4x,J164x-,11,Junior Sculling Regatta Time Trial 2018
PETERBOROUGH CITY,1x,J161x,14,Junior Sculling Regatta Time Trial 2018
PETERBOROUGH CITY,2x,J172x,2,Junior Sculling Regatta Time Trial 2018
READING RC,4x+,J154x+,9,Junior Sculling Regatta Time Trial 2018
READING RC,2x,J142x,1,Junior Sculling Regatta Time Trial 2018
READING RC,1x,J171x,9,Junior Sculling Regatta Time Trial 2018
ROB ROY,4x,J164x-,8,Junior Sculling Regatta Time Trial 2018
ROB ROY,1x,J161x,5,Junior Sculling Regatta Time Trial 2018
ROSS ON WYE,2x,J152x,4,Junior Sculling Regatta Time Trial 2018
ROSS ON WYE,2x,J142x,7,Junior Sculling Regatta Time Trial 2018
ROSS ON WYE,1x,J151x,18,Junior Sculling Regatta Time Trial 2018
STAR & ARROW,1x,J171x,2,Junior Sculling Regatta Time Trial 2018
STAR & ARROW,4x,J18 4x-,2,Junior Sculling Regatta Time Trial 2018
STAR & ARROW,4x,J18 4x-,1,Junior Sculling Regatta Time Trial 2018
STAR & ARROW,4x,J164x-,6,Junior Sculling Regatta Time Trial 2018
STAR & ARROW,2x,J152x,5,Junior Sculling Regatta Time Trial 2018
SHIPLAKE COLL,1x,J151x,2,Junior Sculling Regatta Time Trial 2018
ST IVES,2x,J152x,3,Junior Sculling Regatta Time Trial 2018
STAR CLUB,1x,J151x,8,Junior Sculling Regatta Time Trial 2018
STAR CLUB,1x,J171x,5,Junior Sculling Regatta Time Trial 2018
STAR CLUB,4x,J18 4x-,10,Junior Sculling Regatta Time Trial 2018
STAR CLUB,1x,J161x,22,Junior Sculling Regatta Time Trial 2018
SIR W BORLASE,1x,J181x,5,Junior Sculling Regatta Time Trial 2018
SIR W BORLASE,2x,J172x,8,Junior Sculling Regatta Time Trial 2018
SIR W BORLASE,8x+,J148x+,5,Junior Sculling Regatta Time Trial 2018
SIR W BORLASE,1x,J161x,23,Junior Sculling Regatta Time Trial 2018
SIR W BORLASE,4x+,J154x+,12,Junior Sculling Regatta Time Trial 2018
SIR W BORLASE,4x+,J144x+,13,Junior Sculling Regatta Time Trial 2018
SIR W BORLASE,2x,J152x,18,Junior Sculling Regatta Time Trial 2018
SIR W BORLASE,4x,J164x-,2,Junior Sculling Regatta Time Trial 2018
SIR W BORLASE,4x+,J154x+,1,Junior Sculling Regatta Time Trial 2018
SIR W BORLASE,1x,J181x,7,Junior Sculling Regatta Time Trial 2018
SIR W BORLASE,1x,J161x,26,Junior Sculling Regatta Time Trial 2018
TWICKENHAM,8x+,J148x+,4,Junior Sculling Regatta Time Trial 2018
TWICKENHAM,1x,J151x,15,Junior Sculling Regatta Time Trial 2018
TWICKENHAM,4x+,J154x+,21,Junior Sculling Regatta Time Trial 2018
TWICKENHAM,4x+,J154x+,15,Junior Sculling Regatta Time Trial 2018
TIDEWAY SCULLERS,2x,J142x,2,Junior Sculling Regatta Time Trial 2018
TIDEWAY SCULLERS,2x,J172x,7,Junior Sculling Regatta Time Trial 2018
TIDEWAY SCULLERS,4x+,J154x+,4,Junior Sculling Regatta Time Trial 2018
TIDEWAY SCULLERS,2x,J172x,1,Junior Sculling Regatta Time Trial 2018
TIDEWAY SCULLERS,1x,J171x,8,Junior Sculling Regatta Time Trial 2018
TIDEWAY SCULLERS,4x+,J154x+,1,Junior Sculling Regatta Time Trial 2018
WBK,4x+,J144x+,5,Junior Sculling Regatta Time Trial 2018
WINDSOR BOYS SC,2x,J172x,5,Junior Sculling Regatta Time Trial 2018
WINDSOR BOYS SC,2x,J152x,10,Junior Sculling Regatta Time Trial 2018
WINDSOR BOYS SC,1x,J161x,1,Junior Sculling Regatta Time Trial 2018
WINDSOR BOYS SC,2x,J182x,1,Junior Sculling Regatta Time Trial 2018
WINDSOR BOYS SC,4x+,J154x+,3,Junior Sculling Regatta Time Trial 2018
WINDSOR BOYS SC,1x,J151x,16,Junior Sculling Regatta Time Trial 2018
WINDSOR BOYS SC,4x,J164x-,3,Junior Sculling Regatta Time Trial 2018
WINDSOR BOYS SC,8x+,J148x+,3,Junior Sculling Regatta Time Trial 2018
WINDSOR BOYS SC,1x,J181x,3,Junior Sculling Regatta Time Trial 2018
WINDSOR BOYS SC,4x+,J144x+,7,Junior Sculling Regatta Time Trial 2018
WHITGIFT SCHOOL BC,4x,J164x-,9,Junior Sculling Regatta Time Trial 2018
WHITGIFT SCHOOL BC,8x+,J148x+,9,Junior Sculling Regatta Time Trial 2018
WALTON RC,1x,J171x,1,Junior Sculling Regatta Time Trial 2018
WALTON RC,1x,J161x,18,Junior Sculling Regatta Time Trial 2018
WALTON RC,2x,J182x,5,Junior Sculling Regatta Time Trial 2018
WALTON RC,4x+,J154x+,6,Junior Sculling Regatta Time Trial 2018
WALTON RC,4x+,J144x+,2,Junior Sculling Regatta Time Trial 2018
WALTON RC,4x,J164x-,1,Junior Sculling Regatta Time Trial 2018
WALTON RC,1x,J151x,3,Junior Sculling Regatta Time Trial 2018
WALLINGFORD RC,1x,J151x,13,Junior Sculling Regatta Time Trial 2018
WYCLIFFE SCULLING,2x,J152x,1,Junior Sculling Regatta Time Trial 2018
WYCLIFFE SCULLING,1x,J151x,7,Junior Sculling Regatta Time Trial 2018
WYCLIFFE SCULLING,2x,J152x,14,Junior Sculling Regatta Time Trial 2018
ZEZ,2x,J152x,11,Junior Sculling Regatta Time Trial 2018
ZEZ,1x,J161x,4,Junior Sculling Regatta Time Trial 2018
ZEZ,4x,J164x-,7,Junior Sculling Regatta Time Trial 2018
ZEZ,4x,J164x-,10,Junior Sculling Regatta Time Trial 2018
ZEZ,1x,J151x,12,Junior Sculling Regatta Time Trial 2018
ZEZ,2x,J162x,6,Junior Sculling Regatta Time Trial 2018
ZEZ,2x,J152x,7,Junior Sculling Regatta Time Trial 2018
ZEZ,4x+,J154x+,7,Junior Sculling Regatta Time Trial 2018
ZEZ,2x,J162x,4,Junior Sculling Regatta Time Trial 2018
NOTTINGHAM RC / READING RC: JONATHAN STIMPSON,1x,MO1x,1,GB November Trials 2017
NOTTINGHAM RC / NOTTINGHAM TRENT U: MATTHEW HAYWOOD,1x,MO1x,2,GB November Trials 2017
OXFORD UNIVERSITY BOAT CLUB: JOSHUA BUGAJSKI,1x,MO1x,3,GB November Trials 2017
LEANDER CLUB: ROWAN LAW,1x,MO1x,4,GB November Trials 2017
LEANDER CLUB: HARRY LEASK,1x,MO1x,5,GB November Trials 2017
CLYDESDALE ARC: JACK BURNS,1x,MO1x,6,GB November Trials 2017
LEANDER CLUB: ANDREW JOEL,1x,MO1x,7,GB November Trials 2017
AGECROFT RC: JAKE BROWN,1x,MO1x,8,GB November Trials 2017
MOLESEY BC: MORGAN HELLEN,1x,MO1x,9,GB November Trials 2017
NEWCASTLE UNIVERSITY: OLIVER COSTLEY,1x,MO1x,10,GB November Trials 2017
AGECROFT RC: MATT JENNER,1x,MO1x,11,GB November Trials 2017
READING RC: CAMERON HARRISON,1x,MO1x,12,GB November Trials 2017
READING UNIVERSITY: GEORGE LAWTON,1x,MO1x,13,GB November Trials 2017
LEANDER CLUB: NICK BELL,1x,MO1x,14,GB November Trials 2017
QUEEN'S UNIVERSITY BELFAST: SAM MCKEOWN,1x,MO1x,15,GB November Trials 2017
DURHAM UNIVERSITY: GEORGE BOURNE,1x,MO1x,16,GB November Trials 2017
MOLESEY BC / SURREY UNIV: GEORGE STEWART,1x,MO1x,17,GB November Trials 2017
LEANDER CLUB: CALLUM JOHNSON,1x,MO1x,18,GB November Trials 2017
NEWCASTLE UNIVERSITY: CORMAC MOLLOY,1x,MO1x,19,GB November Trials 2017
LEANDER CLUB: JAMES MAWBY,1x,MO1x,20,GB November Trials 2017
DURHAM UNIVERSITY: JAMES VOGEL,1x,MO1x,21,GB November Trials 2017
DURHAM UNIVERSITY: RYAN TODHUNTER,1x,MO1x,22,GB November Trials 2017
READING UNIVERSITY: OLIVER DIX,1x,MO1x,23,GB November Trials 2017
SHEFFIELD UNIVERSITY: ROBBIE SCHOFIELD,1x,MO1x,24,GB November Trials 2017
LEANDER CLUB: JAMES SCOTT,1x,MO1x,25,GB November Trials 2017
UNIVERSITY OF BIRMINGHAM: WILLIAM WHITE,1x,MO1x,26,GB November Trials 2017
READING UNIVERSITY: RORY HARRIS,1x,MO1x,27,GB November Trials 2017
CARDIFF UNIVERSITY: SAMUEL BANNISTER,1x,MO1x,28,GB November Trials 2017
BATH UNIVERSITY: LUKE GWENTER,1x,MO1x,29,GB November Trials 2017
LEANDER CLUB: GEORGE EDEN,1x,MO1x,30,GB November Trials 2017
LEANDER CLUB: BERTIE WOODWARD-FISHER,1x,MO1x,31,GB November Trials 2017
OXFORD BROOKES UNIVERSITY: MATTHEW HNATIW,1x,MO1x,32,GB November Trials 2017
LEANDER CLUB: PETER REED,1x,MO1x,33,GB November Trials 2017
LEANDER CLUB: JONATHAN CAMERON,1x,MO1x,34,GB November Trials 2017
LEANDER CLUB: JOE WOLFIN,1x,MO1x,35,GB November Trials 2017
DURHAM UNIVERSITY: MONTAGUE NORMAN,1x,MO1x,36,GB November Trials 2017
UNIVERSITY OF SAINT ANDREWS: ALEXANDER CHISHOLM,1x,MO1x,37,GB November Trials 2017
LEANDER CLUB: CHRIS RAY,1x,MO1x,38,GB November Trials 2017
EDINBURGH UNIVERSITY: JOSH ARMSTRONG,1x,MO1x,39,GB November Trials 2017
NEWCASTLE UNIVERSITY: DANIEL GRAHAM,1x,MO1x,40,GB November Trials 2017
LEANDER CLUB: TOM BALLINGER,1x,MO1x,41,GB November Trials 2017
THAMES RC: ZACK YOUELL,1x,MO1x,42,GB November Trials 2017
NEWCASTLE UNIVERSITY: THOMAS PLACIDI,1x,MO1x,43,GB November Trials 2017
DURHAM UNIVERSITY: DAN MIDDLETON,1x,MO1x,44,GB November Trials 2017
UNIVERSITY OF BRISTOL: HARRY STROUD,1x,MO1x,45,GB November Trials 2017
LINCOLN RC: TOM WESTBROOK,1x,MO1x,46,GB November Trials 2017
NOTTINGHAM RC: ROBIN KINGSTON-EVANS,1x,MO1x,47,GB November Trials 2017
MOLESEY BC: JUDE WILSON,1x,MO1x,48,GB November Trials 2017
CLYDESDALE ARC: JAMES RAY,1x,MO1x,49,GB November Trials 2017
UNIVERSITY OF BRISTOL: CHARLIE BAKER,1x,MO1x,50,GB November Trials 2017
ISIS BOAT CLUB: BENEDICT ALDOUS,1x,MO1x,51,GB November Trials 2017
NEWCASTLE UNIVERSITY: FREDDIE STRAWSON,1x,MO1x,52,GB November Trials 2017
EDINBURGH UNIVERSITY: CONNOR COCKERILL,1x,MO1x,53,GB November Trials 2017
EDINBURGH UNIVERSITY: THOMAS GILES,1x,MO1x,54,GB November Trials 2017
ISIS BOAT CLUB: TOBIAS SCHRODER / FELIX DRINKALL,2-,MO2-,1,GB November Trials 2017
LEANDER CLUB: SAM TWINE / GEORGE ROSSITER,2-,MO2-,2,GB November Trials 2017
EDINBURGH UNIVERSITY: OLIVER WILKES / CALUM IRVINE,2-,MO2-,3,GB November Trials 2017
GOLDIE BC: ROBERT HURN / FREDERICK DAVIDSON,2-,MO2-,4,GB November Trials 2017
OXFORD BROOKES UNIVERSITY: RORY GIBBS / MORGAN BOLDING,2-,MO2-,5,GB November Trials 2017
LEANDER CLUB: SAM ARNOT / NICK MIDDLETON,2-,MO2-,6,GB November Trials 2017
OXFORD BROOKES UNIVERSITY: MATTHEW ALDRIDGE / HENRY SWARBRICK,2-,MO2-,7,GB November Trials 2017
LEANDER CLUB: BARNABY STENTIFORD / JAMES STANHOPE,2-,MO2-,8,GB November Trials 2017
